   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       43    0.000    0.000    0.000    0.000 retry.py:283(<listcomp>)
        1    0.000    0.000    0.000    0.000 retry.py:35(_RetryMeta)
       22    0.000    0.000    0.000    0.000 retry.py:430(_is_method_retryable)
       22    0.000    0.000    0.000    0.000 retry.py:450(is_retry)
        1    0.000    0.000    0.000    0.000 retry.py:73(Retry)
        1    0.000    0.000    0.002    0.002 rolling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rolling.py:110(BaseWindow)
        1    0.000    0.000    0.000    0.000 rolling.py:1348(RollingAndExpandingMixin)
        1    0.000    0.000    0.001    0.001 rolling.py:1737(Rolling)
        1    0.000    0.000    0.000    0.000 rolling.py:2686(RollingGroupby)
        1    0.000    0.000    0.000    0.000 rolling.py:669(BaseWindowGroupby)
        1    0.000    0.000    0.000    0.000 rolling.py:870(Window)
        1    0.000    0.000    0.000    0.000 roperator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sasreader.py:33(ReaderBase)
        1    0.000    0.000    0.000    0.000 saxutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 saxutils.py:112(XMLGenerator)
        1    0.000    0.000    0.000    0.000 saxutils.py:227(XMLFilterBase)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:45(SingleByteCharSetProber)
        1    0.000    0.000    0.004    0.004 sbcsgroupprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:46(SBCSGroupProber)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.003    0.003 scimath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scope.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scope.py:123(Scope)
        1    0.000    0.000    0.000    0.000 scope.py:28(DeepChainMap)
        1    0.000    0.000    0.004    0.004 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectn.py:159(SelectNFrame)
        1    0.000    0.000    0.000    0.000 selectn.py:40(SelectN)
        1    0.000    0.000    0.000    0.000 selectn.py:72(SelectNSeries)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:443(EpollSelector)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.001    0.001    0.003    0.003 serializer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 serializer.py:104(HTMLSerializer)
        1    0.000    0.000    0.000    0.000 serializer.py:407(SerializeError)
        1    0.000    0.000    0.007    0.007 series.py:1(<module>)
     3628    0.004    0.000    0.013    0.000 series.py:1319(_set_as_cached)
     3621    0.001    0.000    0.001    0.000 series.py:1328(_clear_item_cache)
        2    0.000    0.000    0.000    0.000 series.py:215(_coerce_method)
        1    0.000    0.000    0.001    0.001 series.py:244(Series)
10867/10866    0.037    0.000    0.214    0.000 series.py:368(__init__)
        1    0.000    0.000    0.000    0.000 series.py:4633(_reduce)
     3618    0.001    0.000    0.001    0.000 series.py:4695(_needs_reindex_multi)
     3618    0.008    0.000    1.157    0.000 series.py:4902(reindex)
        1    0.000    0.000    0.000    0.000 series.py:521(_init_dict)
        1    0.000    0.000    0.000    0.000 series.py:5541(isna)
     3620    0.001    0.000    0.001    0.000 series.py:579(_constructor)
    18095    0.012    0.000    0.018    0.000 series.py:626(name)
    14476    0.016    0.000    0.047    0.000 series.py:676(name)
     3653    0.002    0.000    0.008    0.000 series.py:723(_values)
       11    0.000    0.000    0.000    0.000 series.py:788(__len__)
       30    0.000    0.000    0.001    0.000 series.py:997(__getitem__)
        1    0.000    0.000    0.002    0.002 sessions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:106(SessionRedirectMixin)
       23    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
    23/22    0.000    0.000    0.414    0.019 sessions.py:159(resolve_redirects)
        1    0.000    0.000    0.000    0.000 sessions.py:283(rebuild_auth)
        1    0.000    0.000    0.005    0.005 sessions.py:303(rebuild_proxies)
        1    0.000    0.000    0.000    0.000 sessions.py:332(rebuild_method)
        1    0.000    0.000    0.000    0.000 sessions.py:355(Session)
       21    0.000    0.000    0.004    0.000 sessions.py:389(__init__)
       21    0.000    0.000    0.000    0.000 sessions.py:451(__enter__)
       21    0.000    0.000    0.029    0.001 sessions.py:454(__exit__)
       21    0.001    0.000    0.023    0.001 sessions.py:457(prepare_request)
       21    0.001    0.000    3.253    0.155 sessions.py:500(request)
      147    0.001    0.000    0.003    0.000 sessions.py:61(merge_setting)
    22/21    0.001    0.000    3.194    0.152 sessions.py:671(send)
       21    0.000    0.000    0.414    0.020 sessions.py:723(<listcomp>)
       21    0.000    0.000    0.035    0.002 sessions.py:749(merge_environment_settings)
       22    0.000    0.000    0.000    0.000 sessions.py:780(get_adapter)
       21    0.000    0.000    0.029    0.001 sessions.py:794(close)
       42    0.000    0.000    0.000    0.000 sessions.py:799(mount)
       42    0.000    0.000    0.000    0.000 sessions.py:805(<listcomp>)
       63    0.000    0.000    0.000    0.000 sessions.py:84(<listcomp>)
       21    0.000    0.000    0.000    0.000 sessions.py:91(merge_hooks)
        2    0.000    0.000    0.009    0.004 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape_base.py:1167(_tile_dispatcher)
        1    0.000    0.000    0.000    0.000 shape_base.py:1171(tile)
        2    0.000    0.000    0.000    0.000 shape_base.py:1243(<genexpr>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1253(<genexpr>)
        1    0.000    0.000    0.000    0.000 shared.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:59(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:62(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:69(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:72(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(_GiveupOnFastCopy)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       78    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        6    0.000    0.000    0.000    0.000 signal.py:49(decorator)
       76    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.001    0.001    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        5    0.000    0.000    0.014    0.003 six.py:119(_resolve)
        1    0.000    0.000    0.013    0.013 six.py:122(__getattr__)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        3    0.000    0.000    0.000    0.000 six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
       28    0.000    0.000    0.013    0.000 six.py:194(find_spec)
        8    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        4    0.000    0.000    0.000    0.000 six.py:205(load_module)
        4    0.000    0.000    0.013    0.003 six.py:219(is_package)
        4    0.000    0.000    0.000    0.000 six.py:236(create_module)
        4    0.000    0.000    0.000    0.000 six.py:239(exec_module)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:454(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
       42    0.000    0.000    0.000    0.000 six.py:601(itervalues)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        8    0.000    0.000    0.014    0.002 six.py:85(_import_module)
        4    0.000    0.000    0.000    0.000 six.py:880(add_metaclass)
        4    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
      108    0.000    0.000    0.000    0.000 six.py:916(ensure_str)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
      358    0.000    0.000    0.000    0.000 six.py:939(ensure_text)
        6    0.000    0.000    0.002    0.000 six.py:96(__get__)
        1    0.000    0.000    0.001    0.001 sjisprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.002    0.002 socket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
       43    0.001    0.000    0.001    0.000 socket.py:220(__init__)
       22    0.000    0.000    0.000    0.000 socket.py:302(makefile)
       22    0.000    0.000    0.000    0.000 socket.py:488(_decref_socketios)
       22    0.000    0.000    0.001    0.000 socket.py:494(_real_close)
       22    0.000    0.000    0.004    0.000 socket.py:498(close)
       21    0.000    0.000    0.000    0.000 socket.py:504(detach)
       21    0.000    0.000    0.000    0.000 socket.py:514(family)
       21    0.000    0.000    0.000    0.000 socket.py:520(type)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
       22    0.000    0.000    0.000    0.000 socket.py:679(__init__)
       56    0.000    0.000    1.801    0.032 socket.py:691(readinto)
       78    0.000    0.000    0.000    0.000 socket.py:730(readable)
       22    0.000    0.000    0.000    0.000 socket.py:768(close)
      406    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
      407    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
      408    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
      409    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
       21    0.000    0.000    0.032    0.002 socket.py:938(getaddrinfo)
      210    0.000    0.000    0.001    0.000 socket.py:99(_intenum_converter)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sorting.py:109(get_group_index)
        1    0.000    0.000    0.000    0.000 sorting.py:144(_int64_cut_off)
        3    0.000    0.000    0.000    0.000 sorting.py:152(maybe_lift)
        1    0.000    0.000    0.000    0.000 sorting.py:157(<listcomp>)
        1    0.000    0.000    0.000    0.000 sorting.py:290(indexer_from_factorized)
        1    0.000    0.000    0.000    0.000 sorting.py:52(get_indexer_indexer)
        1    0.000    0.000    0.000    0.000 sorting.py:536(ensure_key_mapped)
        1    0.000    0.000    0.000    0.000 sorting.py:630(get_group_index_sorter)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1344(PandasSQL)
        1    0.000    0.000    0.000    0.000 sql.py:1419(BaseEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1438(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1503(SQLDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:2024(SQLiteTable)
        1    0.000    0.000    0.000    0.000 sql.py:2168(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:842(SQLTable)
     1030    0.001    0.000    0.001    0.000 sre_compile.py:265(_compile_charset)
     1030    0.008    0.000    0.011    0.000 sre_compile.py:292(_optimize_charset)
      298    0.000    0.000    0.001    0.000 sre_compile.py:435(_mk_bitmap)
      298    0.001    0.000    0.001    0.000 sre_compile.py:437(<listcomp>)
       20    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
     1156    0.001    0.000    0.001    0.000 sre_compile.py:447(_simple)
       57    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
      449    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
  278/228    0.000    0.000    0.001    0.000 sre_compile.py:485(_get_literal_prefix)
      171    0.001    0.000    0.002    0.000 sre_compile.py:516(_get_charset_prefix)
      243    0.001    0.000    0.007    0.000 sre_compile.py:560(_compile_info)
      486    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
      243    0.000    0.000    0.038    0.000 sre_compile.py:622(_code)
      243    0.001    0.000    0.106    0.000 sre_compile.py:783(compile)
      334    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
 4315/243    0.013    0.000    0.031    0.000 sre_compile.py:87(_compile)
        2    0.000    0.000    0.000    0.000 sre_parse.py:102(checklookbehindgroup)
     5014    0.002    0.000    0.002    0.000 sre_parse.py:112(__init__)
    10238    0.002    0.000    0.003    0.000 sre_parse.py:161(__len__)
       16    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
    25463    0.006    0.000    0.008    0.000 sre_parse.py:165(__getitem__)
     1519    0.001    0.000    0.001    0.000 sre_parse.py:169(__setitem__)
     6479    0.002    0.000    0.002    0.000 sre_parse.py:173(append)
 4399/500    0.005    0.000    0.007    0.000 sre_parse.py:175(getwidth)
      245    0.000    0.000    0.001    0.000 sre_parse.py:225(__init__)
    24564    0.007    0.000    0.007    0.000 sre_parse.py:234(__next)
    11510    0.002    0.000    0.004    0.000 sre_parse.py:250(match)
    16850    0.004    0.000    0.008    0.000 sre_parse.py:255(get)
      415    0.000    0.000    0.001    0.000 sre_parse.py:259(getwhile)
       96    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
     4622    0.001    0.000    0.002    0.000 sre_parse.py:287(tell)
        6    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
     1133    0.001    0.000    0.002    0.000 sre_parse.py:296(_class_escape)
      906    0.001    0.000    0.001    0.000 sre_parse.py:356(_escape)
      985    0.001    0.000    0.001    0.000 sre_parse.py:433(_uniq)
 1356/244    0.005    0.000    0.064    0.000 sre_parse.py:436(_parse_sub)
 3409/260    0.024    0.000    0.064    0.000 sre_parse.py:494(_parse)
      244    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      998    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
      252    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
       12    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
      243    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
      243    0.001    0.000    0.066    0.000 sre_parse.py:944(parse)
      252    0.000    0.000    0.005    0.000 sre_parse.py:97(closegroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:981(parse_template)
        2    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:990(addgroup)
        1    0.000    0.000    0.004    0.004 ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1002(SSLSocket)
       21    0.001    0.000    0.177    0.008 ssl.py:1014(_create)
      177    0.000    0.000    0.000    0.000 ssl.py:1109(_checkClosed)
       42    0.000    0.000    0.000    0.000 ssl.py:1113(_check_connected)
       56    0.000    0.000    1.800    0.032 ssl.py:1121(read)
       21    0.000    0.000    0.002    0.000 ssl.py:1151(getpeercert)
       22    0.000    0.000    0.001    0.000 ssl.py:1199(send)
       22    0.000    0.000    0.001    0.000 ssl.py:1226(sendall)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       56    0.000    0.000    1.800    0.032 ssl.py:1263(recv_into)
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       21    0.003    0.000    0.004    0.000 ssl.py:1331(_real_close)
       21    0.000    0.000    0.174    0.008 ssl.py:1335(do_handshake)
      128    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       21    0.000    0.000    0.000    0.000 ssl.py:1405(version)
      128    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:169(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:183(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 ssl.py:224(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 ssl.py:452(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:473(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:480(SSLContext)
       21    0.000    0.000    0.030    0.001 ssl.py:488(__new__)
       21    0.000    0.000    0.000    0.000 ssl.py:499(_encode_hostname)
       21    0.000    0.000    0.177    0.008 ssl.py:507(wrap_socket)
       21    0.000    0.000    0.001    0.000 ssl.py:562(set_alpn_protocols)
       21    0.000    0.000    0.000    0.000 ssl.py:614(options)
       21    0.000    0.000    0.000    0.000 ssl.py:618(options)
       42    0.000    0.000    0.000    0.000 ssl.py:728(verify_mode)
       42    0.000    0.000    0.000    0.000 ssl.py:736(verify_mode)
        1    0.000    0.000    0.000    0.000 ssl.py:841(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:996(_sslcopydoc)
        1    0.000    0.000    0.016    0.016 ssl_.py:1(<module>)
       42    0.000    0.000    0.000    0.000 ssl_.py:211(resolve_cert_reqs)
       21    0.000    0.000    0.000    0.000 ssl_.py:234(resolve_ssl_version)
       21    0.001    0.000    0.036    0.002 ssl_.py:250(create_urllib3_context)
       21    0.000    0.000    0.000    0.000 ssl_.py:325(disable_check_hostname)
       21    0.000    0.000    1.130    0.054 ssl_.py:355(ssl_wrap_socket)
       21    0.000    0.000    0.000    0.000 ssl_.py:457(is_ipaddress)
       21    0.000    0.000    0.177    0.008 ssl_.py:481(_ssl_wrap_socket_impl)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.001    0.001 stata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1115(StataReader)
        1    0.000    0.000    0.000    0.000 stata.py:2231(StataWriter)
        1    0.000    0.000    0.000    0.000 stata.py:2977(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 stata.py:3158(StataWriter117)
        1    0.000    0.000    0.000    0.000 stata.py:3541(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 stata.py:667(StataValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:791(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:822(StataMissingValue)
        1    0.000    0.000    0.000    0.000 stata.py:956(StataParser)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 status_codes.py:109(_init)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
      189    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 stock_page.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stock_page.py:12(get_page)
        1    0.000    0.000    0.000    0.000 stock_page.py:5(StockPage)
        1    0.000    0.000    0.000    0.000 stock_page.py:7(__init__)
        1    0.000    0.000    0.507    0.507 stocks.py:1(<module>)
        1    0.014    0.014    2.445    2.445 stocks.py:107(fill_data)
       10    0.000    0.000    0.001    0.000 stocks.py:131(calculate_stock_trend)
        1    0.000    0.000    0.000    0.000 stocks.py:15(TimeInterval)
       80    0.000    0.000    0.000    0.000 stocks.py:176(get_value)
        1    0.000    0.000    0.000    0.000 stocks.py:183(StockInfo)
       10    0.000    0.000    0.001    0.000 stocks.py:193(__init__)
       10    0.000    0.000    0.001    0.000 stocks.py:196(create_info)
        1    0.000    0.000    0.000    0.000 stocks.py:207(Stonks)
        1    0.000    0.000   46.317   46.317 stocks.py:209(__init__)
       10    0.000    0.000    0.003    0.000 stocks.py:219(get_stock_prices)
        1    0.000    0.000    0.000    0.000 stocks.py:22(StockInfoKey)
       10    0.000    0.000    0.004    0.000 stocks.py:224(get_stock_trend)
       10    0.000    0.000    2.379    0.238 stocks.py:228(get_stock_info)
        1    0.000    0.000    0.000    0.000 stocks.py:236(get_stock_names)
        1    0.000    0.000    0.000    0.000 stocks.py:33(Period)
        1    0.000    0.000    0.935    0.935 stocks.py:45(download_stock_names)
        1    0.000    0.000   42.938   42.938 stocks.py:57(download_stock_data)
        1    0.000    0.000    0.001    0.001 stocks.py:61(get_date_period)
      181    0.001    0.000    0.001    0.000 stocks.py:93(get_next_day)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 string_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_.py:218(BaseStringArray)
        1    0.000    0.000    0.000    0.000 string_.py:230(StringArray)
        1    0.000    0.000    0.000    0.000 string_.py:68(StringDtype)
        1    0.000    0.000    0.000    0.000 string_arrow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_arrow.py:63(ArrowStringArray)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
      152    0.001    0.000    0.005    0.000 structures.py:40(__init__)
      869    0.001    0.000    0.001    0.000 structures.py:46(__setitem__)
      392    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
      129    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
      579    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
       42    0.000    0.000    0.000    0.000 structures.py:60(__len__)
       45    0.000    0.000    0.001    0.000 structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 structures.py:83(LookupDict)
        1    0.000    0.000    0.000    0.000 structures.py:86(__init__)
        1    0.000    0.000    0.004    0.004 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:101(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:424(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:646(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:164(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:185(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:202(is_python_build)
        8    0.000    0.000    0.000    0.000 sysconfig.py:221(_subst_vars)
        1    0.000    0.000    0.000    0.000 sysconfig.py:230(_extend_dict)
        1    0.000    0.000    0.000    0.000 sysconfig.py:238(_expand_vars)
        2    0.000    0.000    0.000    0.000 sysconfig.py:251(_get_preferred_schemes)
        2    0.000    0.000    0.000    0.000 sysconfig.py:283(get_preferred_scheme)
        2    0.000    0.000    0.000    0.000 sysconfig.py:293(get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:425(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 sysconfig.py:438(_get_sysconfigdata_name)
        1    0.000    0.000    0.000    0.000 sysconfig.py:509(_init_posix)
        1    0.000    0.000    0.000    0.000 sysconfig.py:591(get_paths)
        1    0.000    0.000    0.000    0.000 sysconfig.py:603(get_path)
      3/1    0.000    0.000    0.001    0.001 sysconfig.py:611(get_config_vars)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:700(get_config_var)
        2    0.000    0.000    0.000    0.000 sysconfig.py:88(_getuserbase)
        2    0.000    0.000    0.000    0.000 sysconfig.py:97(joinuser)
        1    0.000    0.000    0.001    0.001 take.py:1(<module>)
     4913    0.020    0.000    0.067    0.000 take.py:120(_take_nd_ndarray)
        3    0.000    0.000    0.000    0.000 take.py:287(_get_take_nd_function_cached)
     4913    0.004    0.000    0.004    0.000 take.py:325(_get_take_nd_function)
       16    0.000    0.000    0.000    0.000 take.py:352(_view_wrapper)
     4913    0.004    0.000    0.017    0.000 take.py:564(_take_preprocess_indexer_and_fill_value)
     4913    0.009    0.000    0.078    0.000 take.py:58(take_nd)
        1    0.000    0.000    0.000    0.000 tarfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:1445(TarFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:267(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:304(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:570(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:600(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:704(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:715(TarInfo)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:555(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:598(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:800(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:944(TemporaryDirectory)
