   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.001    0.001 arrow_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrow_parser_wrapper.py:15(ArrowParserWrapper)
        1    0.000    0.000    0.000    0.000 as_string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ascii_upper.py:1(<module>)
       83    0.000    0.000    0.000    0.000 ascii_upper.py:29(ascii_upper)
        1    0.000    0.000    0.000    0.000 asserters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 astype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 astype.py:162(astype_array)
        1    0.000    0.000    0.000    0.000 astype.py:60(_astype_nansafe)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:107(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 auth.py:69(AuthBase)
        1    0.000    0.000    0.000    0.000 auth.py:76(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 auth.py:99(HTTPProxyAuth)
       10    0.000    0.000    0.124    0.012 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:10(OutputKey)
        1    0.000    0.000    0.000    0.000 base.py:100(PandasObject)
       10    0.000    0.000    2.377    0.238 base.py:1018(get_info)
        1    0.000    0.000    0.000    0.000 base.py:102(ExtensionArray)
        1    0.000    0.000    0.000    0.000 base.py:1101(_maybe_disallow_fill)
        2    0.000    0.000    0.001    0.001 base.py:1146(factorize)
        1    0.000    0.000    0.000    0.000 base.py:1175(copy)
        1    0.000    0.000    0.000    0.000 base.py:122(ActiveFormattingElements)
       20    0.000    0.000    0.000    0.000 base.py:122(_reset_cache)
        1    0.000    0.000    0.000    0.000 base.py:130(_CipherContext)
        1    0.000    0.000    0.000    0.000 base.py:146(TreeBuilder)
        1    0.000    0.000    0.000    0.000 base.py:147(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 base.py:153(_AEADCipherContext)
        1    0.000    0.000    0.000    0.000 base.py:157(SingleDataManager)
    11455    0.002    0.000    0.002    0.000 base.py:1582(name)
        1    0.000    0.000    0.000    0.000 base.py:1600(_validate_names)
        4    0.000    0.000    0.000    0.000 base.py:1668(_get_names)
        1    0.000    0.000    0.000    0.000 base.py:1689(ExtensionArraySupportsAnyAll)
        1    0.000    0.000    0.000    0.000 base.py:1697(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 base.py:1760(ExtensionScalarOpsMixin)
        1    0.000    0.000    0.000    0.000 base.py:181(SelectionMixin)
        1    0.000    0.000    0.000    0.000 base.py:19(BaseStringArrayMethods)
        2    0.000    0.000    0.000    0.000 base.py:2107(_can_hold_na)
      128    0.001    0.000    0.002    0.000 base.py:2121(is_monotonic_increasing)
        1    0.000    0.000    0.000    0.000 base.py:217(_AEADEncryptionContext)
      732    0.028    0.000    0.046    0.000 base.py:2205(is_unique)
       41    0.000    0.000    0.000    0.000 base.py:2240(has_duplicates)
        1    0.000    0.000    0.000    0.000 base.py:23(BlockCipherAlgorithm)
        1    0.000    0.000    0.000    0.000 base.py:23(Node)
        1    0.000    0.000    0.000    0.000 base.py:244(_maybe_return_indexers)
        3    0.000    0.000    0.000    0.000 base.py:2636(inferred_type)
     4308    0.002    0.000    0.006    0.000 base.py:2660(_is_multi)
        3    0.000    0.000    0.000    0.000 base.py:2678(_na_value)
        2    0.000    0.000    0.000    0.000 base.py:2688(_isnan)
        1    0.000    0.000    0.000    0.000 base.py:269(IndexOpsMixin)
        2    0.000    0.000    0.000    0.000 base.py:2701(hasnans)
    18440    0.010    0.000    0.050    0.000 base.py:286(is_dtype)
        3    0.000    0.000    0.000    0.000 base.py:2885(unique)
        1    0.000    0.000    0.001    0.001 base.py:303(Index)
      561    0.000    0.000    0.003    0.000 base.py:3044(_get_reconciled_name_object)
      602    0.000    0.000    0.000    0.000 base.py:3055(_validate_sort_keyword)
      602    0.002    0.000    0.037    0.000 base.py:3082(union)
        1    0.000    0.000    0.000    0.000 base.py:31(CipherContext)
       41    0.000    0.000    0.003    0.000 base.py:3204(_union)
     8544    0.001    0.000    0.001    0.000 base.py:326(ndim)
       41    0.000    0.000    0.000    0.000 base.py:3281(_wrap_setop_result)
      602    0.000    0.000    0.001    0.000 base.py:3607(_assert_can_do_setop)
      602    0.000    0.000    0.003    0.000 base.py:3613(_convert_can_do_setop)
    18099    0.015    0.000    0.027    0.000 base.py:3624(get_loc)
        1    0.000    0.000    0.000    0.000 base.py:37(DataManager)
     3662    0.029    0.000    0.659    0.000 base.py:3715(get_indexer)
     3659    0.012    0.000    0.061    0.000 base.py:3803(_get_indexer)
     3662    0.007    0.000    0.043    0.000 base.py:3848(_check_indexing_method)
        1    0.000    0.000    0.000    0.000 base.py:39(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 base.py:394(StorageExtensionDtype)
       41    0.001    0.000    0.001    0.000 base.py:402(_outer_indexer)
     3618    0.002    0.000    0.003    0.000 base.py:4156(_validate_can_reindex)
     3618    0.018    0.000    0.721    0.000 base.py:4173(reindex)
       18    0.000    0.000    0.000    0.000 base.py:423(register_extension_dtype)
     3618    0.003    0.000    0.004    0.000 base.py:4281(_wrap_reindex_result)
     3618    0.001    0.000    0.001    0.000 base.py:4285(_maybe_preserve_names)
        1    0.000    0.000    0.000    0.000 base.py:446(Registry)
      606    0.001    0.000    0.002    0.000 base.py:450(_engine_type)
       11    0.000    0.000    0.000    0.000 base.py:46(__len__)
        1    0.000    0.000    0.000    0.000 base.py:462(__init__)
       18    0.000    0.000    0.000    0.000 base.py:465(register)
     4311    0.035    0.000    0.209    0.000 base.py:469(__new__)
       41    0.000    0.000    0.000    0.000 base.py:4886(_can_use_libjoin)
     8221    0.002    0.000    0.002    0.000 base.py:4936(_values)
       20    0.000    0.000    0.000    0.000 base.py:494(find)
      606    0.002    0.000    0.006    0.000 base.py:4962(_get_engine_target)
       82    0.000    0.000    0.000    0.000 base.py:4986(_get_join_target)
      604    0.002    0.000    0.002    0.000 base.py:5070(_validate_fill_value)
        1    0.000    0.000    0.000    0.000 base.py:51(TickerBase)
     3647    0.012    0.000    0.013    0.000 base.py:5108(__contains__)
    14493    0.016    0.000    0.024    0.000 base.py:5158(__getitem__)
       10    0.000    0.000    0.001    0.000 base.py:52(__init__)
        1    0.000    0.000    0.000    0.000 base.py:53(AEADCipherContext)
        2    0.000    0.000    0.000    0.000 base.py:530(<genexpr>)
      604    0.001    0.000    0.006    0.000 base.py:5313(equals)
     6638    0.010    0.000    0.022    0.000 base.py:54(shape)
     3618    0.002    0.000    0.044    0.000 base.py:5400(identical)
    16296    0.004    0.000    0.012    0.000 base.py:56(<genexpr>)
     4311    0.005    0.000    0.005    0.000 base.py:565(_ensure_array)
        1    0.000    0.000    0.000    0.000 base.py:5732(_check_indexing_error)
        1    0.000    0.000    0.000    0.000 base.py:5738(_should_fallback_to_positional)
     4228    0.004    0.000    0.011    0.000 base.py:58(_validate_set_axis)
     4311    0.007    0.000    0.011    0.000 base.py:583(_dtype_to_subclass)
        1    0.000    0.000    0.001    0.001 base.py:5838(get_indexer_for)
    10899    0.003    0.000    0.004    0.000 base.py:5998(_index_as_unique)
     3661    0.008    0.000    0.037    0.000 base.py:6010(_maybe_promote)
        1    0.000    0.000    0.000    0.000 base.py:6056(_find_common_type_compat)
     3661    0.007    0.000    0.068    0.000 base.py:6080(_should_compare)
        2    0.000    0.000    0.000    0.000 base.py:6098(_is_comparable_dtype)
        1    0.000    0.000    0.000    0.000 base.py:61(AEADDecryptionContext)
        2    0.000    0.000    0.002    0.001 base.py:6137(map)
        1    0.000    0.000    0.005    0.005 base.py:6187(_transform_index)
        1    0.000    0.000    0.003    0.003 base.py:6196(<listcomp>)
    18099    0.002    0.000    0.002    0.000 base.py:6351(_maybe_cast_indexer)
        3    0.000    0.000    0.000    0.000 base.py:6358(_maybe_cast_listlike_indexer)
     5026    0.015    0.000    0.023    0.000 base.py:640(_simple_new)
  604/603    0.009    0.000    0.144    0.000 base.py:6611(insert)
      605    0.004    0.000    0.088    0.000 base.py:665(_with_infer)
        2    0.000    0.000    0.000    0.000 base.py:683(_constructor)
        1    0.000    0.000    0.000    0.000 base.py:70(AEADEncryptionContext)
    11488    0.004    0.000    0.006    0.000 base.py:7069(ensure_index)
     3618    0.001    0.000    0.004    0.000 base.py:7128(ensure_has_len)
     7974    0.007    0.000    0.025    0.000 base.py:7164(maybe_extract_name)
     3661    0.002    0.000    0.005    0.000 base.py:7199(_unpack_nested_dtype)
       44    0.000    0.000    0.000    0.000 base.py:743(_shallow_copy)
       26    0.000    0.000    0.000    0.000 base.py:760(_view)
        2    0.000    0.000    0.000    0.000 base.py:767(__iter__)
       11    0.000    0.000    0.000    0.000 base.py:769(_rename)
    16322    0.010    0.000    0.012    0.000 base.py:778(is_)
        1    0.000    0.000    0.000    0.000 base.py:79(Cipher)
     5034    0.002    0.000    0.002    0.000 base.py:809(_reset_identity)
      730    0.008    0.000    0.018    0.000 base.py:820(_engine)
        2    0.000    0.000    0.002    0.001 base.py:825(_map_values)
    41169    0.013    0.000    0.020    0.000 base.py:875(__len__)
      652    0.000    0.000    0.000    0.000 base.py:931(dtype)
        1    0.000    0.000    0.000    0.000 base.py:983(astype)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_parser.py:97(ParserBase)
        1    0.000    0.000    0.000    0.000 base_parser.py:98(BadLineHandleMethod)
        1    0.000    0.000    0.000    0.000 big5freq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 blocks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 blocks.py:127(maybe_split)
        1    0.000    0.000    0.000    0.000 blocks.py:144(Block)
        1    0.000    0.000    0.000    0.000 blocks.py:1574(EABackedBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1826(ExtensionBlock)
     4906    0.006    0.000    0.031    0.000 blocks.py:192(fill_value)
     1206    0.000    0.000    0.000    0.000 blocks.py:205(mgr_locs)
        1    0.000    0.000    0.000    0.000 blocks.py:2095(NumpyBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2116(NumericBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2121(NDArrayBackedExtensionBlock)
       41    0.000    0.000    0.000    0.000 blocks.py:213(make_block)
        1    0.000    0.000    0.000    0.000 blocks.py:2187(DatetimeLikeBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2239(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2254(ObjectBlock)
     4865    0.008    0.000    0.008    0.000 blocks.py:230(make_block_same_class)
     3661    0.005    0.000    0.009    0.000 blocks.py:2303(maybe_coerce_values)
     3661    0.004    0.000    0.006    0.000 blocks.py:2332(get_block_type)
     3618    0.007    0.000    0.022    0.000 blocks.py:2370(new_block_2d)
       43    0.000    0.000    0.000    0.000 blocks.py:2383(new_block)
       43    0.000    0.000    0.000    0.000 blocks.py:2399(check_ndim)
     3618    0.003    0.000    0.005    0.000 blocks.py:2463(extend_blocks)
     3618    0.005    0.000    0.012    0.000 blocks.py:2479(ensure_block_shape)
     4906    0.002    0.000    0.002    0.000 blocks.py:479(dtype)
     4824    0.009    0.000    0.011    0.000 blocks.py:534(copy)
     1206    0.000    0.000    0.000    0.000 blocks.py:888(shape)
     3628    0.004    0.000    0.004    0.000 blocks.py:892(iget)
     4906    0.013    0.000    0.115    0.000 blocks.py:926(take_nd)
        1    0.000    0.000    0.003    0.003 boolean.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:232(BooleanArray)
        1    0.000    0.000    0.000    0.000 boolean.py:41(BooleanDtype)
        1    0.000    0.000    0.001    0.001 brotli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 buffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 buffer.py:14(PandasBuffer)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:56(CParserWrapper)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:156(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:162(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:412(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        4    0.000    0.000    0.000    0.000 calendar.py:55(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:560(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:583(LocaleHTMLCalendar)
       52    0.000    0.000    0.000    0.000 calendar.py:60(__getitem__)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:74(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
       28    0.000    0.000    0.000    0.000 calendar.py:79(__getitem__)
        1    0.000    0.000    0.001    0.001 cast.py:1(<module>)
      610    0.004    0.000    0.026    0.000 cast.py:1145(maybe_infer_to_datetimelike)
        2    0.000    0.000    0.000    0.000 cast.py:121(maybe_convert_platform)
        1    0.000    0.000    0.000    0.000 cast.py:1276(find_result_type)
        1    0.000    0.000    0.000    0.000 cast.py:1325(common_dtype_categorical_compat)
        1    0.000    0.000    0.000    0.000 cast.py:1377(find_common_type)
        3    0.000    0.000    0.000    0.000 cast.py:1407(<genexpr>)
        2    0.000    0.000    0.000    0.000 cast.py:1416(<genexpr>)
        2    0.000    0.000    0.000    0.000 cast.py:1418(<genexpr>)
        3    0.000    0.000    0.000    0.000 cast.py:1423(<genexpr>)
        1    0.000    0.000    0.000    0.000 cast.py:1460(construct_1d_arraylike_from_scalar)
        2    0.000    0.000    0.000    0.000 cast.py:1521(construct_1d_object_array_from_listlike)
      604    0.001    0.000    0.001    0.000 cast.py:1698(np_can_hold_element)
        2    0.000    0.000    0.000    0.000 cast.py:262(maybe_downcast_to_dtype)
        2    0.000    0.000    0.000    0.000 cast.py:332(maybe_downcast_numeric)
        2    0.000    0.000    0.000    0.000 cast.py:446(maybe_cast_pointwise_result)
     3707    0.009    0.000    0.012    0.000 cast.py:564(maybe_promote)
        1    0.000    0.000    0.000    0.000 cast.py:610(_maybe_promote_cached)
        1    0.000    0.000    0.000    0.000 cast.py:618(_maybe_promote)
        2    0.000    0.000    0.000    0.000 cast.py:756(infer_dtype_from)
        2    0.000    0.000    0.000    0.000 cast.py:773(infer_dtype_from_scalar)
        1    0.000    0.000    0.000    0.000 cast.py:936(_maybe_infer_dtype_type)
       14    0.000    0.000    0.000    0.000 cast.py:987(coerce_indexer_dtype)
        2    0.000    0.000    0.005    0.003 categorical.py:1(<module>)
        6    0.000    0.000    0.000    0.000 categorical.py:122(_cat_compare_op)
        2    0.000    0.000    0.000    0.000 categorical.py:1772(_codes)
        1    0.000    0.000    0.000    0.000 categorical.py:2321(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 categorical.py:246(Categorical)
        2    0.000    0.000    0.002    0.001 categorical.py:2541(factorize_from_iterable)
        1    0.000    0.000    0.002    0.002 categorical.py:2582(factorize_from_iterables)
        3    0.000    0.000    0.002    0.001 categorical.py:2603(<genexpr>)
        2    0.000    0.000    0.002    0.001 categorical.py:359(__init__)
        2    0.000    0.000    0.000    0.000 categorical.py:459(dtype)
        2    0.000    0.000    0.000    0.000 categorical.py:697(categories)
        2    0.000    0.000    0.000    0.000 categorical.py:733(codes)
        1    0.000    0.000    0.000    0.000 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:52(CategoricalIndex)
        1    0.000    0.000    0.003    0.003 cd.py:1(<module>)
        1    0.000    0.000    0.001    0.001 certs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 chardistribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chardistribution.py:113(EUCTWDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:132(EUCKRDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:151(GB2312DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:170(Big5DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:192(SJISDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:217(EUCJPDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 charsetprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1993(Chebyshev)
        1    0.000    0.000    0.000    0.000 check.py:1(<module>)
        1    0.000    0.000    0.011    0.011 client.py:1(<module>)
      132    0.000    0.000    0.000    0.000 client.py:1007(_output)
       22    0.000    0.000    0.001    0.000 client.py:1028(_send_output)
        1    0.000    0.000    0.000    0.000 client.py:108(<dictcomp>)
       22    0.000    0.000    0.001    0.000 client.py:1082(putrequest)
       22    0.000    0.000    0.000    0.000 client.py:1209(_encode_request)
       22    0.000    0.000    0.000    0.000 client.py:1213(_validate_method)
       22    0.000    0.000    0.000    0.000 client.py:1222(_validate_path)
       21    0.000    0.000    0.000    0.000 client.py:1230(_validate_host)
      110    0.000    0.000    0.001    0.000 client.py:1238(putheader)
       22    0.000    0.000    0.001    0.000 client.py:1266(endheaders)
       22    0.000    0.000    0.004    0.000 client.py:1279(request)
       22    0.000    0.000    0.004    0.000 client.py:1284(_send_request)
      110    0.000    0.000    0.000    0.000 client.py:1286(<genexpr>)
       22    0.000    0.000    1.816    0.083 client.py:1330(getresponse)
        1    0.000    0.000    0.000    0.000 client.py:1398(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1459(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1464(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1467(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1470(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1475(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1478(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1481(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1495(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1498(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1501(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1504(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1507(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1514(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1519(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:176(HTTPMessage)
       22    0.001    0.000    0.002    0.000 client.py:206(_read_headers)
       22    0.000    0.000    0.015    0.001 client.py:224(parse_headers)
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
       22    0.000    0.000    0.001    0.000 client.py:248(__init__)
       22    0.001    0.000    1.799    0.082 client.py:278(_read_status)
       22    0.001    0.000    1.815    0.083 client.py:311(begin)
       22    0.000    0.000    0.000    0.000 client.py:383(_check_close)
       22    0.000    0.000    0.000    0.000 client.py:412(_close_conn)
       23    0.000    0.000    0.000    0.000 client.py:417(close)
       22    0.000    0.000    0.000    0.000 client.py:429(flush)
       75    0.000    0.000    0.000    0.000 client.py:440(isclosed)
       20    0.000    0.000    0.004    0.000 client.py:450(read)
        2    0.000    0.000    0.000    0.000 client.py:623(_safe_read)
        1    0.000    0.000    0.000    0.000 client.py:789(HTTPConnection)
       22    0.000    0.000    0.000    0.000 client.py:805(_get_content_length)
       21    0.000    0.000    0.000    0.000 client.py:837(__init__)
       21    0.000    0.000    0.000    0.000 client.py:883(_get_hostport)
       21    0.000    0.000    0.004    0.000 client.py:953(close)
       22    0.000    0.000    0.001    0.000 client.py:967(send)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codecs.py:1015(getwriter)
       10    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       10    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       12    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        4    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.000    0.000    0.001    0.001 column.py:1(<module>)
        1    0.000    0.000    0.000    0.000 column.py:60(PandasColumn)
        6    0.000    0.000    0.006    0.001 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:1009(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 common.py:1045(_IOWrapper)
        1    0.000    0.000    0.000    0.000 common.py:1074(_BytesIOWrapper)
     5640    0.004    0.000    0.006    0.000 common.py:1077(needs_i8_conversion)
     1204    0.001    0.000    0.002    0.000 common.py:108(_maybe_match_name)
        1    0.000    0.000    0.000    0.000 common.py:112(ensure_python_int)
       43    0.000    0.000    0.000    0.000 common.py:1127(is_numeric_dtype)
        2    0.000    0.000    0.000    0.000 common.py:1168(<lambda>)
     4909    0.005    0.000    0.012    0.000 common.py:1209(is_float_dtype)
      606    0.000    0.000    0.000    0.000 common.py:1240(<lambda>)
     7370    0.008    0.000    0.043    0.000 common.py:1244(is_bool_dtype)
     6676    0.002    0.000    0.003    0.000 common.py:1322(is_1d_only_ea_dtype)
     3666    0.002    0.000    0.004    0.000 common.py:1335(is_extension_array_dtype)
     4963    0.004    0.000    0.005    0.000 common.py:1389(is_ea_or_datetimelike_dtype)
    17145    0.004    0.000    0.004    0.000 common.py:142(classes)
      611    0.000    0.000    0.001    0.000 common.py:1435(_is_dtype)
    17145    0.005    0.000    0.007    0.000 common.py:144(<lambda>)
    79713    0.029    0.000    0.055    0.000 common.py:1459(get_dtype)
      689    0.000    0.000    0.000    0.000 common.py:147(classes_and_not_datetimelike)
    17834    0.010    0.000    0.020    0.000 common.py:1494(_is_dtype_type)
    21729    0.008    0.000    0.010    0.000 common.py:150(cast_scalar_indexer)
      689    0.000    0.000    0.001    0.000 common.py:152(<lambda>)
    12235    0.009    0.000    0.026    0.000 common.py:158(is_object_dtype)
    14477    0.010    0.000    0.031    0.000 common.py:1627(validate_all_hashable)
    28954    0.008    0.000    0.015    0.000 common.py:1646(<genexpr>)
    14666    0.008    0.000    0.012    0.000 common.py:1652(pandas_dtype)
     3659    0.007    0.000    0.008    0.000 common.py:1707(is_all_strings)
        1    0.000    0.000    0.000    0.000 common.py:189(is_sparse)
       52    0.000    0.000    0.000    0.000 common.py:21(unpack_zerodim_and_defer)
      608    0.007    0.000    0.020    0.000 common.py:229(asarray_tuplesafe)
     3663    0.002    0.000    0.003    0.000 common.py:275(is_datetime64_dtype)
        1    0.000    0.000    0.000    0.000 common.py:296(maybe_iterable_to_list)
        2    0.000    0.000    0.000    0.000 common.py:309(is_datetime64tz_dtype)
       52    0.000    0.000    0.000    0.000 common.py:34(wrapper)
       44    0.000    0.000    0.000    0.000 common.py:351(is_timedelta64_dtype)
     7276    0.003    0.000    0.004    0.000 common.py:367(apply_if_callable)
       43    0.000    0.000    0.000    0.000 common.py:386(is_period_dtype)
       52    0.000    0.000    0.000    0.000 common.py:40(_unpack_zerodim_and_defer)
     3703    0.004    0.000    0.020    0.000 common.py:422(is_interval_dtype)
    14688    0.010    0.000    0.050    0.000 common.py:460(is_categorical_dtype)
        4    0.000    0.000    0.000    0.000 common.py:498(is_string_or_object_np_dtype)
        1    0.000    0.000    0.000    0.000 common.py:505(is_string_dtype)
        1    0.000    0.000    0.000    0.000 common.py:521(get_rename_function)
     7236    0.001    0.000    0.001    0.000 common.py:527(f)
        1    0.000    0.000    0.000    0.000 common.py:540(condition)
    35866    0.032    0.000    0.068    0.000 common.py:551(is_dtype_equal)
        1    0.000    0.000    0.000    0.000 common.py:571(require_length_match)
      646    0.000    0.000    0.001    0.000 common.py:653(is_integer_dtype)
        2    0.000    0.000    0.000    0.000 common.py:705(<lambda>)
        1    0.000    0.000    0.000    0.000 common.py:83(IOArgs)
     1204    0.001    0.000    0.005    0.000 common.py:86(get_op_result_name)
     3659    0.002    0.000    0.003    0.000 common.py:867(is_datetime64_any_dtype)
        1    0.000    0.000    0.000    0.000 common.py:928(_BufferedWriter)
        1    0.000    0.000    0.000    0.000 common.py:954(_BytesTarFile)
        1    0.000    0.000    0.000    0.000 common.py:96(IOHandles)
        2    0.000    0.000    0.017    0.008 compat.py:1(<module>)
        1    0.000    0.000    0.003    0.003 compiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler.py:50(UICompiler)
        1    0.000    0.000    0.002    0.002 compressors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressors.py:44(BZ2File)
        1    0.000    0.000    0.000    0.000 compressors.py:59(LZMAFile)
        3    0.000    0.000    0.002    0.001 concat.py:1(<module>)
        1    0.000    0.000    0.082    0.082 concat.py:149(concat)
        1    0.000    0.000    0.009    0.009 concat.py:175(concatenate_managers)
        1    0.001    0.001    0.009    0.009 concat.py:254(_concat_managers_axis0)
        1    0.000    0.000    0.000    0.000 concat.py:261(<dictcomp>)
        1    0.000    0.000    0.000    0.000 concat.py:266(<listcomp>)
        1    0.000    0.000    0.003    0.003 concat.py:292(_maybe_reindex_columns_na_proxy)
        1    0.000    0.000    0.000    0.000 concat.py:388(_Concatenator)
        1    0.001    0.001    0.051    0.051 concat.py:393(__init__)
        1    0.000    0.000    0.000    0.000 concat.py:397(JoinUnit)
        1    0.000    0.000    0.002    0.002 concat.py:480(<listcomp>)
        1    0.001    0.001    0.031    0.031 concat.py:565(get_result)
        1    0.000    0.000    0.000    0.000 concat.py:625(_get_result_dim)
        1    0.000    0.000    0.045    0.045 concat.py:631(_get_new_axes)
        1    0.000    0.000    0.045    0.045 concat.py:633(<listcomp>)
        1    0.000    0.000    0.039    0.039 concat.py:638(_get_comb_axis)
        1    0.000    0.000    0.007    0.007 concat.py:648(_get_concat_axis)
        1    0.000    0.000    0.000    0.000 concat.py:682(<listcomp>)
